name,rssd_id,city,state,county,region
UNION NATIONAL BANK,963730,ELGIN,IL,KANE,Midwest
FARMERS STATE BANK OF EMDEN,860231,EMDEN,IL,LOGAN,Midwest
VERMONT STATE BANK,187648,VERMONT,IL,FULTON,Midwest
FIRST NATIONAL BANK IN PINCKNEYVILLE,340443,PINCKNEYVILLE,IL,PERRY,Midwest
"CENTRAL SAVINGS, F.S.B.",615879,CHICAGO,IL,COOK,Midwest
AMERICAN EAGLE BANK,3116519,SOUTH ELGIN,IL,KANE,Midwest
PRINCEVILLE STATE BANK,670748,PRINCEVILLE,IL,PEORIA,Midwest
TRUSTBANK,338646,OLNEY,IL,RICHLAND,Midwest
GRUNDY BANK,715144,MORRIS,IL,GRUNDY,Midwest
"CLAY CITY BANKING CO., THE",623548,CLAY CITY,IL,CLAY,Midwest
FIRST NATIONAL BANK IN OLNEY,412845,OLNEY,IL,RICHLAND,Midwest
FARMERS AND MERCHANTS STATE BANK OF BUSHNELL,321330,BUSHNELL,IL,MCDONOUGH,Midwest
"FIRST NATIONAL BANK OF ALLENDALE, THE",990642,ALLENDALE,IL,WABASH,Midwest
"BANK OF HERRIN, THE",835444,HERRIN,IL,WILLIAMSON,Midwest
"ALBANY BANK & TRUST CO., NATIONAL ASSOCIATION",2732,CHICAGO,IL,COOK,Midwest
FIRST STATE BANK OF BEECHER CITY,601041,BEECHER CITY,IL,EFFINGHAM,Midwest
BANK OF YATES CITY,371849,YATES CITY,IL,KNOX,Midwest
TOMPKINS STATE BANK,609832,AVON,IL,FULTON,Midwest
CITIZENS STATE BANK OF MILFORD,771047,MILFORD,IL,IROQUOIS,Midwest
UNION FEDERAL SAVINGS AND LOAN ASSOCIATION,656779,KEWANEE,IL,HENRY,Midwest
FIRST TRUST BANK OF ILLINOIS,2718596,KANKAKEE,IL,KANKAKEE,Midwest
ILLINI STATE BANK,180845,TONICA,IL,LA SALLE,Midwest
FIRST STATE BANK OF OLMSTED,413347,OLMSTED,IL,PULASKI,Midwest
TIME BANK,2316714,PARK RIDGE,IL,COOK,Midwest
BANK OF O'FALLON,410748,O'FALLON,IL,ST CLAIR,Midwest
FARMERS STATE BANK OF HOFFMAN,837541,HOFFMAN,IL,CLINTON,Midwest
ANCHOR STATE BANK,655530,ANCHOR,IL,MCLEAN,Midwest
"FIRST NATIONAL BANK OF RAYMOND, THE",421445,RAYMOND,IL,MONTGOMERY,Midwest
VILLA GROVE STATE BANK,474245,VILLA GROVE,IL,DOUGLAS,Midwest
MUNICIPAL TRUST AND SAVINGS BANK,460332,BOURBONNAIS,IL,KANKAKEE,Midwest
CASEY STATE BANK,306337,CASEY,IL,CLARK,Midwest
CAMP GROVE STATE BANK,302133,CAMP GROVE,IL,MARSHALL,Midwest
IROQUOIS FARMERS STATE BANK,1007930,IROQUOIS,IL,IROQUOIS,Midwest
NORTH COUNTY SAVINGS BANK,482370,RED BUD,IL,RANDOLPH,Midwest
FIRST NATIONAL BANK OF NOKOMIS,330248,NOKOMIS,IL,MONTGOMERY,Midwest
COMMUNITY STATE BANK OF ROCK FALLS,875048,ROCK FALLS,IL,WHITESIDE,Midwest
COMMUNITY PARTNERS SAVINGS BANK,441078,SALEM,IL,MARION,Midwest
FARMERS STATE BANK & TRUST CO.,510947,MOUNT STERLING,IL,BROWN,Midwest
NORTH ADAMS STATE BANK,258146,URSA,IL,ADAMS,Midwest
SAINTE MARIE STATE BANK,363442,SAINTE MARIE,IL,JASPER,Midwest
"HAVANA NATIONAL BANK, THE",940731,HAVANA,IL,MASON,Midwest
"MILFORD BUILDING AND LOAN ASSOCIATION, SB",994770,MILFORD,IL,IROQUOIS,Midwest
COMMUNITY FIRST BANK OF THE HEARTLAND,273840,MOUNT VERNON,IL,JEFFERSON,Midwest
"IUKA STATE BANK, THE",233442,SALEM,IL,MARION,Midwest
LONGVIEW BANK,380533,OGDEN,IL,CHAMPAIGN,Midwest
ALLIANCE COMMUNITY BANK,924937,PETERSBURG,IL,MENARD,Midwest
STATE BANK OF TOULON,535940,TOULON,IL,STARK,Midwest
BANK OF KAMPSVILLE,487142,KAMPSVILLE,IL,CALHOUN,Midwest
FLORA BANK & TRUST,777441,FLORA,IL,CLAY,Midwest
FIRST STATE BANK OF ST. PETER,426141,SAINT PETER,IL,FAYETTE,Midwest
CITIZENS NATIONAL BANK OF ALBION,853747,ALBION,IL,EDWARDS,Midwest
WARREN-BOYNTON STATE BANK,837448,NEW BERLIN,IL,SANGAMON,Midwest
STREATOR HOME SAVINGS BANK,142179,STREATOR,IL,LA SALLE,Midwest
CAMPUS STATE BANK,424437,CAMPUS,IL,LIVINGSTON,Midwest
"FARMERS AND MERCHANTS NATIONAL BANK OF NASHVILLE, THE",513546,NASHVILLE,IL,WASHINGTON,Midwest
FIRST STATE BANK SHANNON-POLO,232847,SHANNON,IL,CARROLL,Midwest
MASON CITY NATIONAL BANK,108746,MASON CITY,IL,MASON,Midwest
FIRST COMMUNITY BANK OF MOULTRIE COUNTY,459644,SULLIVAN,IL,MOULTRIE,Midwest
TABLE GROVE STATE BANK,411549,TABLE GROVE,IL,FULTON,Midwest
KENTLAND FEDERAL SAVINGS AND LOAN ASSOCIATION,382274,KENTLAND,IN,NEWTON,Midwest
STATE BANK OF MEDORA,50144,MEDORA,IN,JACKSON,Midwest
FARMERS AND MERCHANTS BANK,372640,LAOTTO,IN,DEKALB,Midwest
GRANT COUNTY STATE BANK,933340,SWAYZEE,IN,GRANT,Midwest
COMMUNITY FIRST BANK OF INDIANA,3165357,KOKOMO,IN,HOWARD,Midwest
FIRST STATE BANK OF PORTER,87047,PORTER,IN,PORTER,Midwest
TRI-COUNTY BANK & TRUST COMPANY,914545,ROACHDALE,IN,PUTNAM,Midwest
FARMERS AND MECHANICS FEDERAL SAVINGS BANK,412872,BLOOMFIELD,IN,GREENE,Midwest
FIRST FEDERAL SAVINGS BANK,107570,HUNTINGTON,IN,HUNTINGTON,Midwest
BATH STATE BANK,308340,BATH,IN,FRANKLIN,Midwest
LNB COMMUNITY BANK,176642,LYNNVILLE,IN,WARRICK,Midwest
MERCHANTS BANK OF INDIANA,963945,CARMEL,IN,HAMILTON,Midwest
HORIZON BANK,130541,MICHIGAN CITY,IN,LA PORTE,Midwest
FIRST HARRISON BANK,716374,CORYDON,IN,HARRISON,Midwest
COMMUNITY STATE BANK,322449,BROOK,IN,NEWTON,Midwest
FIRST FEDERAL SAVINGS BANK,613679,EVANSVILLE,IN,VANDERBURGH,Midwest
FOWLER STATE BANK,554343,FOWLER,IN,BENTON,Midwest
CITIZENS BANK,44741,MOORESVILLE,IN,MORGAN,Midwest
DEMOTTE STATE BANK,539340,DEMOTTE,IN,JASPER,Midwest
CITIZENS STATE BANK OF NEW CASTLE,1000641,NEW CASTLE,IN,HENRY,Midwest
"PEOPLES COMMUNITY BANK SB OF MONTICELLO, INDIANA",654579,MONTICELLO,IN,WHITE,Midwest
ALLIANCE BANK,493741,FRANCESVILLE,IN,PULASKI,Midwest
FREEDOM BANK,2858492,HUNTINGBURG,IN,DUBOIS,Midwest
JACKSON COUNTY BANK,884442,SEYMOUR,IN,JACKSON,Midwest
OLD NATIONAL BANK,208244,EVANSVILLE,IN,VANDERBURGH,Midwest
GERMAN AMERICAN BANK,37640,JASPER,IN,DUBOIS,Midwest
FIRST INTERNET BANK OF INDIANA,2758613,FISHERS,IN,HAMILTON,Midwest
"FARMERS BANK, FRANKFORT, INDIANA, INC., THE",423449,FRANKFORT,IN,CLINTON,Midwest
"UNITED FIDELITY BANK, FSB",391575,EVANSVILLE,IN,VANDERBURGH,Midwest
"FIRST FINANCIAL BANK, NATIONAL ASSOCIATION",693345,TERRE HAUTE,IN,VIGO,Midwest
CENTIER BANK,783648,MERRILLVILLE,IN,LAKE,Midwest
CAMPBELL & FETTER BANK,398248,KENDALLVILLE,IN,NOBLE,Midwest
FIRST STATE BANK OF MIDDLEBURY,967046,MIDDLEBURY,IN,ELKHART,Midwest
BEDFORD FEDERAL SAVINGS BANK,946274,BEDFORD,IN,LAWRENCE,Midwest
"HOME NATIONAL BANK OF THORNTOWN, THE",696645,THORNTOWN,IN,BOONE,Midwest
LOGANSPORT SAVINGS BANK,918879,LOGANSPORT,IN,CASS,Midwest
BOONVILLE FEDERAL SAVINGS BANK,991078,BOONVILLE,IN,WARRICK,Midwest
FIRST FEDERAL SAVINGS BANK,257578,ROCHESTER,IN,FULTON,Midwest
FIRST MERCHANTS BANK,17147,MUNCIE,IN,DELAWARE,Midwest
PEOPLES BANK,568470,MUNSTER,IN,LAKE,Midwest
CLEARPOINT FEDERAL BANK & TRUST,2723376,BATESVILLE,IN,RIPLEY,Midwest
STAR FINANCIAL BANK,547840,FORT WAYNE,IN,ALLEN,Midwest
FIRST FEDERAL SAVINGS BANK OF WASHINGTON,110972,WASHINGTON,IN,DAVIESS,Midwest
MUTUAL SAVINGS BANK,841472,FRANKLIN,IN,JOHNSON,Midwest
FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF GREENSBURG,921879,GREENSBURG,IN,DECATUR,Midwest
EVERENCE TRUST COMPANY,3029253,GOSHEN,IN,ELKHART,Midwest
FIRST FEDERAL SAVINGS BANK OF ANGOLA,158376,ANGOLA,IN,STEUBEN,Midwest
CENTREBANK,163343,VEEDERSBURG,IN,FOUNTAIN,Midwest
"HOMETOWN SAVINGS BANK, THE",697147,TERRE HAUTE,IN,VIGO,Midwest
"FRIENDSHIP STATE BANK, THE",427241,FRIENDSHIP,IN,RIPLEY,Midwest
WAYNE BANK AND TRUST CO.,451246,RICHMOND,IN,WAYNE,Midwest
STATE BANK,345747,BROWNSBURG,IN,HENDRICKS,Midwest
"FIRST NATIONAL BANK OF MONTEREY, THE",44040,MONTEREY,IN,PULASKI,Midwest
SECURITY FEDERAL SAVINGS BANK,32971,LOGANSPORT,IN,CASS,Midwest
"NEW WASHINGTON STATE BANK, THE",305442,NEW WASHINGTON,IN,CLARK,Midwest
SPRINGS VALLEY BANK & TRUST COMPANY,93543,FRENCH LICK,IN,ORANGE,Midwest
1ST SOURCE BANK,991340,SOUTH BEND,IN,ST JOSEPH,Midwest
"NORTH SALEM STATE BANK, THE",947749,NORTH SALEM,IN,HENDRICKS,Midwest
KENTLAND BANK,367543,KENTLAND,IN,NEWTON,Midwest
"BIPPUS STATE BANK, THE",443148,HUNTINGTON,IN,HUNTINGTON,Midwest
"PEOPLES BANK, THE",7045,BROWNSTOWN,IN,JACKSON,Midwest
"FARMERS AND MERCHANTS BANK, THE",629746,BOSWELL,IN,BENTON,Midwest
COMMUNITY STATE BANK,987848,ROYAL CENTER,IN,CASS,Midwest
FARMERS STATE BANK,113441,LAGRANGE,IN,LAGRANGE,Midwest
"FOUNTAIN TRUST COMPANY, THE",145844,COVINGTON,IN,FOUNTAIN,Midwest
HOOSIER HEARTLAND STATE BANK,157744,CRAWFORDSVILLE,IN,MONTGOMERY,Midwest
FIRST FARMERS BANK & TRUST CO.,139843,CONVERSE,IN,MIAMI,Midwest
COMMUNITY STATE BANK,502746,AVILLA,IN,NOBLE,Midwest
LAKE CITY BANK,874845,WARSAW,IN,KOSCIUSKO,Midwest
"NAPOLEON STATE BANK, THE",944047,NAPOLEON,IN,RIPLEY,Midwest
OWEN COUNTY STATE BANK,38740,SPENCER,IN,OWEN,Midwest
FIRST SAVINGS BANK,785473,JEFFERSONVILLE,IN,CLARK,Midwest
"NEW COVENANT TRUST COMPANY, NATIONAL ASSOCIATION",2641827,JEFFERSONVILLE,IN,CLARK,Midwest
"FCN BANK, NATIONAL ASSOCIATION",321947,BROOKVILLE,IN,FRANKLIN,Midwest
"RIDDELL NATIONAL BANK, THE",319047,BRAZIL,IN,CLAY,Midwest
HENDRICKS COUNTY BANK AND TRUST COMPANY,633640,BROWNSBURG,IN,HENDRICKS,Midwest
SCOTTSBURG BUILDING AND LOAN ASSOCIATION,735973,SCOTTSBURG,IN,SCOTT,Midwest
GREENFIELD BANKING COMPANY,592644,GREENFIELD,IN,HANCOCK,Midwest
UNION SAVINGS AND LOAN ASSOCIATION,677970,CONNERSVILLE,IN,FAYETTE,Midwest
"PEOPLES STATE BANK, THE",454546,ELLETTSVILLE,IN,MONROE,Midwest
SPENCER COUNTY BANK,871648,SANTA CLAUS,IN,SPENCER,Midwest
HOME BANK SB,1015270,MARTINSVILLE,IN,MORGAN,Midwest
FIRST BANK RICHMOND,419675,RICHMOND,IN,WAYNE,Midwest
"MID-SOUTHERN SAVINGS BANK, F.S.B.",857875,SALEM,IN,WASHINGTON,Midwest
FIRST BANK OF BERNE,312244,BERNE,IN,ADAMS,Midwest
PEOPLES TRUST AND SAVINGS BANK,67142,BOONVILLE,IN,WARRICK,Midwest
"NATIONAL BANK OF INDIANAPOLIS, THE",2132941,INDIANAPOLIS,IN,MARION,Midwest
CROSSROADS BANK,228279,WABASH,IN,WABASH,Midwest
"FAIRMOUNT STATE BANK, THE",503547,FAIRMOUNT,IN,GRANT,Midwest
BANK OF WOLCOTT,729842,WOLCOTT,IN,WHITE,Midwest
"GARRETT STATE BANK, THE",465243,GARRETT,IN,DEKALB,Midwest
FIRST NATIONAL BANK,60648,CLOVERDALE,IN,PUTNAM,Midwest
AMERICAN COMMUNITY BANK OF INDIANA,1010574,SAINT JOHN,IN,LAKE,Midwest
"STATE BANK OF SPRING HILL, THE",418856,SPRING HILL,KS,JOHNSON,Midwest
INTEGRITY BANK,843953,FOWLER,KS,MEADE,Midwest
"VALLEY STATE BANK, THE",1005552,BELLE PLAINE,KS,SUMNER,Midwest
STOCK EXCHANGE BANK,671053,CALDWELL,KS,SUMNER,Midwest
SOUTHWEST NATIONAL BANK,499855,WICHITA,KS,SEDGWICK,Midwest
GRANT COUNTY BANK,207452,ULYSSES,KS,GRANT,Midwest
"PEOPLES BANK, THE",530655,PRATT,KS,PRATT,Midwest
KCB BANK,5751,LAKIN,KS,KEARNY,Midwest
KAW VALLEY STATE BANK,651354,EUDORA,KS,DOUGLAS,Midwest
FIRST STATE BANK AND TRUST,605656,TONGANOXIE,KS,LEAVENWORTH,Midwest
BISON STATE BANK,354,BISON,KS,RUSH,Midwest
FIRST BANK,49652,STERLING,KS,RICE,Midwest
TAMPA STATE BANK,358756,TAMPA,KS,MARION,Midwest
MUTUAL SAVINGS ASSOCIATION,636276,LEAVENWORTH,KS,LEAVENWORTH,Midwest
"FARMERS STATE BANK, THE",801056,MCPHERSON,KS,MCPHERSON,Midwest
NEW CENTURY BANK,392152,BELLEVILLE,KS,REPUBLIC,Midwest
PEOPLES STATE BANK,741358,CHERRYVALE,KS,MONTGOMERY,Midwest
"WALTON STATE BANK, THE",490955,WALTON,KS,HARVEY,Midwest
FARMERS STATE BANK,72351,WATHENA,KS,DONIPHAN,Midwest
CITIZENS BANK OF KANSAS,1014853,KINGMAN,KS,KINGMAN,Midwest
BANK OF THE FLINT HILLS,552059,WAMEGO,KS,POTTAWATOMIE,Midwest
SECURITY STATE BANK,319551,SCOTT CITY,KS,SCOTT,Midwest
FNB WASHINGTON,209559,WASHINGTON,KS,WASHINGTON,Midwest
FIRST HERITAGE BANK,922157,CENTRALIA,KS,NEMAHA,Midwest
HOME SAVINGS BANK,765877,CHANUTE,KS,NEOSHO,Midwest
"FIRST NATIONAL BANK OF LOUISBURG, THE",132451,LOUISBURG,KS,MIAMI,Midwest
"COMMUNITY BANK, THE",2621940,LIBERAL,KS,SEWARD,Midwest
SECURITY BANK OF KANSAS CITY,1009354,KANSAS CITY,KS,WYANDOTTE,Midwest
FARMERS STATE BANK,976954,DWIGHT,KS,MORRIS,Midwest
CARSON BANK,171656,MULVANE,KS,SUMNER,Midwest
SOLUTIONS NORTH BANK,612159,STOCKTON,KS,ROOKS,Midwest
SWEDISH-AMERICAN STATE BANK,973252,COURTLAND,KS,REPUBLIC,Midwest
"FIDELITY BANK, NATIONAL ASSOCIATION",762474,WICHITA,KS,SEDGWICK,Midwest
"BANK, THE",333650,OBERLIN,KS,DECATUR,Midwest
"FARMERS STATE BANK, THE",615851,WESTMORELAND,KS,POTTAWATOMIE,Midwest
EXCHANGE BANK & TRUST,144052,ATCHISON,KS,ATCHISON,Midwest
DICKINSON COUNTY BANK,981350,ENTERPRISE,KS,DICKINSON,Midwest
BANK OF THE PLAINS,302553,PLAINS,KS,MEADE,Midwest
ARGENTINE FEDERAL SAVINGS,120476,KANSAS CITY,KS,WYANDOTTE,Midwest
STOCKGROWERS STATE BANK,424156,ASHLAND,KS,CLARK,Midwest
CROSSFIRST BANK,3594005,LEAWOOD,KS,JOHNSON,Midwest
FARMERS & MERCHANTS BANK OF COLBY,2667939,COLBY,KS,THOMAS,Midwest
"STOCKGROWERS STATE BANK, THE",265452,MAPLE HILL,KS,WABAUNSEE,Midwest
KAW VALLEY BANK,485456,TOPEKA,KS,SHAWNEE,Midwest
CBW BANK,71859,WEIR,KS,CHEROKEE,Midwest
"FIRST NATIONAL BANK OF DIGHTON, THE",636753,DIGHTON,KS,LANE,Midwest
MARQUETTE FARMERS STATE BANK OF MARQUETTE KANSAS,388258,MARQUETTE,KS,MCPHERSON,Midwest
"BANK OF PROTECTION, THE",531157,PROTECTION,KS,COMANCHE,Midwest
STATE BANK OF BERN,1013650,BERN,KS,NEMAHA,Midwest
SMALL BUSINESS BANK,663656,LENEXA,KS,JOHNSON,Midwest
"DREAM FIRST BANK, NATIONAL ASSOCIATION",543459,SYRACUSE,KS,HAMILTON,Midwest
FIRST FEDERAL SAVINGS AND LOAN BANK,198073,OLATHE,KS,JOHNSON,Midwest
LANDMARK NATIONAL BANK,481177,MANHATTAN,KS,RILEY,Midwest
"ELEVATE BANK, NATIONAL ASSOCIATION",195157,SEDAN,KS,CHAUTAUQUA,Midwest
CAPITOL FEDERAL SAVINGS BANK,968070,TOPEKA,KS,SHAWNEE,Midwest
PEOPLES BANK AND TRUST COMPANY,153353,MCPHERSON,KS,MCPHERSON,Midwest
COMMUNITY BANK,2304636,TOPEKA,KS,SHAWNEE,Midwest
COMMUNITY NATIONAL BANK,354552,SENECA,KS,NEMAHA,Midwest
"UNION STATE BANK OF EVEREST, THE",736550,EVEREST,KS,BROWN,Midwest
FIRST KANSAS BANK,1492817,HOISINGTON,KS,BARTON,Midwest
NBKC BANK,2747587,LEAWOOD,KS,JOHNSON,Midwest
COMMUNITY FIRST NATIONAL BANK,2907019,MANHATTAN,KS,RILEY,Midwest
"INTRUST BANK, NATIONAL ASSOCIATION",557858,WICHITA,KS,SEDGWICK,Midwest
STATE BANK OF DOWNS,792453,DOWNS,KS,OSBORNE,Midwest
BANK OF LABOR,246657,LENEXA,KS,JOHNSON,Midwest
CENTRAL NATIONAL BANK,234355,JUNCTION CITY,KS,GEARY,Midwest
UNION STATE BANK,206950,UNIONTOWN,KS,BOURBON,Midwest
KANZA BANK,4156,KINGMAN,KS,KINGMAN,Midwest
FIRSTOAK BANK,916857,INDEPENDENCE,KS,MONTGOMERY,Midwest
"FIRST NATIONAL BANK OF HUTCHINSON, THE",754853,HUTCHINSON,KS,RENO,Midwest
KANSAS STATE BANK,287959,OTTAWA,KS,FRANKLIN,Midwest
FIRST NATIONAL BANK OF KANSAS,614256,BURLINGTON,KS,COFFEY,Midwest
FIRST OPTION BANK,285852,OSAWATOMIE,KS,MIAMI,Midwest
"BANK OF HOLYROOD, THE",871358,HOLYROOD,KS,ELLSWORTH,Midwest
BANKWEST OF KANSAS,989758,GOODLAND,KS,SHERMAN,Midwest
BANK OF COMMERCE,862057,CHANUTE,KS,NEOSHO,Midwest
CITIZENS FEDERAL SAVINGS BANK,864378,LEAVENWORTH,KS,LEAVENWORTH,Midwest
SECURITY STATE BANK,73956,WELLINGTON,KS,SUMNER,Midwest
"FIRST SECURITY BANK, THE",460350,OVERBROOK,KS,OSAGE,Midwest
"DENISON STATE BANK, THE",869551,HOLTON,KS,JACKSON,Midwest
FIRST BANK KANSAS,192558,SALINA,KS,SALINE,Midwest
"FIRST NATIONAL BANK OF HOPE, THE",870856,HOPE,KS,DICKINSON,Midwest
COREFIRST BANK & TRUST,361055,TOPEKA,KS,SHAWNEE,Midwest
"CITIZENS STATE BANK AND TRUST CO., ELLSWORTH, KANSAS",733951,ELLSWORTH,KS,ELLSWORTH,Midwest
GOPPERT STATE SERVICE BANK,850456,GARNETT,KS,ANDERSON,Midwest
"ARMED FORCES BANK, NATIONAL ASSOCIATION",983457,FORT LEAVENWORTH,KS,LEAVENWORTH,Midwest
CENTERA BANK,51459,SUBLETTE,KS,HASKELL,Midwest
CITIZENS STATE BANK,937759,HUGOTON,KS,STEVENS,Midwest
"CITIZENS STATE BANK AND TRUST COMPANY, THE",442057,COUNCIL GROVE,KS,MORRIS,Midwest
SOUTHWIND BANK,276159,NATOMA,KS,OSBORNE,Midwest
BANK OF HAYS,746755,HAYS,KS,ELLIS,Midwest
EMPRISE BANK,65858,WICHITA,KS,SEDGWICK,Midwest
FARMERS STATE BANK,652959,FAIRVIEW,KS,BROWN,Midwest
EQUITY BANK,139656,ANDOVER,KS,BUTLER,Midwest
BANKERS' BANK OF KANSAS,1218446,WICHITA,KS,SEDGWICK,Midwest
LYONS FEDERAL BANK,901974,LYONS,KS,RICE,Midwest
"CITIZENS STATE BANK, THE",858854,GRIDLEY,KS,COFFEY,Midwest
"CITIZENS STATE BANK OF CHENEY, KANSAS, THE",924254,CHENEY,KS,SEDGWICK,Midwest
SJN BANK OF KANSAS,412555,SAINT JOHN,KS,STAFFORD,Midwest
"CITIZENS STATE BANK, THE",273550,MOUNDRIDGE,KS,MCPHERSON,Midwest
"BAXTER STATE BANK, THE",1000856,BAXTER SPRINGS,KS,CHEROKEE,Midwest
WESTERN STATE BANK,988153,GARDEN CITY,KS,FINNEY,Midwest
FARMERS AND DROVERS BANK,788559,COUNCIL GROVE,KS,MORRIS,Midwest
GUARANTY STATE BANK AND TRUST COMPANY,1009756,BELOIT,KS,MITCHELL,Midwest
SOLOMON STATE BANK,356659,SOLOMON,KS,DICKINSON,Midwest
COMMERCIAL BANK,296559,PARSONS,KS,LABETTE,Midwest
ESB FINANCIAL,918954,EMPORIA,KS,LYON,Midwest
ASTRA BANK,1003455,SCANDIA,KS,REPUBLIC,Midwest
HOWARD STATE BANK,998358,HOWARD,KS,ELK,Midwest
SILVER LAKE BANK,326054,TOPEKA,KS,SHAWNEE,Midwest
UNION STATE BANK,227151,ARKANSAS CITY,KS,COWLEY,Midwest
"HAVILAND STATE BANK, THE",861153,HAVILAND,KS,KIOWA,Midwest
ANDOVER STATE BANK,225054,ANDOVER,KS,BUTLER,Midwest
FNB BANK,805250,GOODLAND,KS,SHERMAN,Midwest
"BANK OF COMMERCE AND TRUST COMPANY, THE",431350,WELLINGTON,KS,SUMNER,Midwest
FLINT HILLS BANK,837952,ESKRIDGE,KS,WABAUNSEE,Midwest
VINTAGE BANK KANSAS,45458,LEON,KS,BUTLER,Midwest
"FIDELITY STATE BANK AND TRUST COMPANY, THE",638850,DODGE CITY,KS,FORD,Midwest
UNION STATE BANK,866251,OLSBURG,KS,POTTAWATOMIE,Midwest
BENDENA STATE BANK,1008151,BENDENA,KS,DONIPHAN,Midwest
BANK OF GREELEY,857259,GREELEY,KS,ANDERSON,Midwest
"FARMERS STATE BANK OF ALICEVILLE, KANSAS, THE",138051,WESTPHALIA,KS,COFFEY,Midwest
CONWAY BANK,972750,CONWAY SPRINGS,KS,SUMNER,Midwest
"GOLDEN BELT BANK, FSA",148171,HAYS,KS,ELLIS,Midwest
FORD COUNTY STATE BANK,540850,SPEARVILLE,KS,FORD,Midwest
WILSON STATE BANK,501655,WILSON,KS,ELLSWORTH,Midwest
IMPACT BANK,369453,WELLINGTON,KS,SUMNER,Midwest
"FIRST STATE BANK, THE",394259,NORTON,KS,NORTON,Midwest
OUTDOOR BANK,43351,MANHATTAN,KS,RILEY,Midwest
GREAT AMERICAN BANK,2815879,LAWRENCE,KS,DOUGLAS,Midwest
FIRST NATIONAL BANK AND TRUST,183958,PHILLIPSBURG,KS,PHILLIPS,Midwest
COMMUNITY NATIONAL BANK & TRUST,923752,CHANUTE,KS,NEOSHO,Midwest
"FARMERS STATE BANK OF BUCKLIN, KANSAS, THE",14753,BUCKLIN,KS,FORD,Midwest
"FARMERS STATE BANK OF BLUE MOUND, THE",1017854,BLUE MOUND,KS,LINN,Midwest
CITIZENS STATE BANK AND TRUST COMPANY,678557,HIAWATHA,KS,BROWN,Midwest
FIRST NATIONAL BANK OF SPEARVILLE,197254,SPEARVILLE,KS,FORD,Midwest
"CITIZENS NATIONAL BANK, THE",991555,GREENLEAF,KS,WASHINGTON,Midwest
MID-AMERICA BANK,919456,BALDWIN CITY,KS,DOUGLAS,Midwest
"BANK OF TESCOTT, THE",54058,TESCOTT,KS,OTTAWA,Midwest
PATRIOTS BANK,297051,GARNETT,KS,ANDERSON,Midwest
"KAW VALLEY STATE BANK AND TRUST COMPANY, OF WAMEGO, KANSAS, THE",368951,WAMEGO,KS,POTTAWATOMIE,Midwest
"BALDWIN STATE BANK, THE",997155,BALDWIN CITY,KS,DOUGLAS,Midwest
CORNERSTONE BANK,3027763,OVERLAND PARK,KS,JOHNSON,Midwest
UNION STATE BANK,865759,CLAY CENTER,KS,CLAY,Midwest
PRAIRIE BANK OF KANSAS,48057,STAFFORD,KS,STAFFORD,Midwest
FIDELITY STATE BANK AND TRUST COMPANY,55653,TOPEKA,KS,SHAWNEE,Midwest
LABETTE BANK,483751,ALTAMONT,KS,LABETTE,Midwest
ALLIANCE BANK,2694944,TOPEKA,KS,SHAWNEE,Midwest
"BANK OF DENTON, THE",823553,DENTON,KS,DONIPHAN,Midwest
EXCHANGE STATE BANK,534859,SAINT PAUL,KS,NEOSHO,Midwest
AMERICAN BANK OF BAXTER SPRINGS,1002953,BAXTER SPRINGS,KS,CHEROKEE,Midwest
HOME BANK AND TRUST COMPANY,840251,EUREKA,KS,GREENWOOD,Midwest
FIRST NATIONAL BANK IN FRANKFORT,923350,FRANKFORT,KS,MARSHALL,Midwest
"FARMERS STATE BANK OF OAKLEY, KANSAS, THE",278256,OAKLEY,KS,LOGAN,Midwest
"GNBANK, NATIONAL ASSOCIATION DBA GNBANK, N.A.",928056,GIRARD,KS,CRAWFORD,Midwest
BANK OF PRAIRIE VILLAGE,673851,PRAIRIE VILLAGE,KS,JOHNSON,Midwest
STRYV BANK,372855,WICHITA,KS,SEDGWICK,Midwest
"LIBERTY SAVINGS ASSOCIATION, FSA, THE",987576,FORT SCOTT,KS,BOURBON,Midwest
KS STATEBANK,160959,MANHATTAN,KS,RILEY,Midwest
"FIRST NATIONAL BANK OF HARVEYVILLE, THE",931458,HARVEYVILLE,KS,WABAUNSEE,Midwest
ELK STATE BANK,679451,CLYDE,KS,CLOUD,Midwest
"FIRST STATE BANK OF HEALY, THE",864855,HEALY,KS,LANE,Midwest
FARMERS STATE BANK,603559,PHILLIPSBURG,KS,PHILLIPS,Midwest
"FIRST STATE BANK OF RANSOM, THE",471057,RANSOM,KS,NESS,Midwest
FARMERS BANK & TRUST,984351,ATWOOD,KS,RAWLINS,Midwest
TRICENTURY BANK,196752,DE SOTO,KS,JOHNSON,Midwest
FIRST NATIONAL BANK IN FREDONIA,844455,FREDONIA,KS,WILSON,Midwest
LEGACY BANK,785950,COLWICH,KS,SEDGWICK,Midwest
"BENNINGTON STATE BANK, THE",1016259,SALINA,KS,SALINE,Midwest
UNITED BANK & TRUST,990352,MARYSVILLE,KS,MARSHALL,Midwest
FARMERS BANK & TRUST,482156,GREAT BEND,KS,BARTON,Midwest
COTTONWOOD VALLEY BANK,921655,CEDAR POINT,KS,CHASE,Midwest
KENDALL BANK,366854,OVERLAND PARK,KS,JOHNSON,Midwest
