name,rssd_id,city,state,county,region
FIRST AMERICAN BANK,771458,ARTESIA,NM,EDDY,West
FIRST NEW MEXICO BANK OF SILVER CITY,495558,SILVER CITY,NM,GRANT,West
CNB BANK,219651,CARLSBAD,NM,EDDY,West
PIONEER BANK,606176,ROSWELL,NM,CHAVES,West
VALLEY BANK OF COMMERCE,481159,ROSWELL,NM,CHAVES,West
CENTURY BANK,83375,SANTA FE,NM,SANTA FE,West
FIRST NEW MEXICO BANK,712956,DEMING,NM,LUNA,West
LEA COUNTY STATE BANK,1015252,HOBBS,NM,LEA,West
INBANK,209858,RATON,NM,COLFAX,West
DSRM NATIONAL BANK,2502825,ALBUQUERQUE,NM,BERNALILLO,West
JAMES POLK STONE COMMUNITY BANK,785857,PORTALES,NM,ROOSEVELT,West
"BANK OF CLOVIS, THE",2948423,CLOVIS,NM,CURRY,West
MAIN BANK,430054,ALBUQUERQUE,NM,BERNALILLO,West
BANK OF THE SOUTHWEST,499752,ROSWELL,NM,CHAVES,West
"FIRST NEW MEXICO BANK, LAS CRUCES",3623969,LAS CRUCES,NM,DONA ANA,West
CENTINEL BANK OF TAOS,800853,TAOS,NM,TAOS,West
TUCUMCARI FEDERAL SAVINGS & LOAN ASSOCIATION,767572,TUCUMCARI,NM,QUAY,West
WESTERN BANK,723653,LORDSBURG,NM,HIDALGO,West
"CITIZENS BANK, THE",961259,FARMINGTON,NM,SAN JUAN,West
"WESTERN BANK, ARTESIA, NEW MEXICO",709554,ARTESIA,NM,EDDY,West
WESTERN COMMERCE BANK,169756,CARLSBAD,NM,EDDY,West
AMERICAN HERITAGE BANK,2960555,CLOVIS,NM,CURRY,West
FIRST STATE BANK,497655,SOCORRO,NM,SOCORRO,West
COMMUNITY 1ST BANK LAS VEGAS,768458,LAS VEGAS,NM,SAN MIGUEL,West
"FIRST NATIONAL BANK OF ELY, THE",450669,ELY,NV,WHITE PINE,West
"CREDIT ONE BANK, NATIONAL ASSOCIATION",639567,LAS VEGAS,NV,CLARK,West
BEAL BANK USA,3284397,LAS VEGAS,NV,CLARK,West
GENUBANK,3720336,LAS VEGAS,NV,CLARK,West
GBANK,3636446,LAS VEGAS,NV,CLARK,West
LEXICON BANK,5412457,LAS VEGAS,NV,CLARK,West
"INSPIRE TRUST COMPANY, NATIONAL ASSOCIATION",5805488,RENO,NV,WASHOE,West
WELLS FARGO NATIONAL BANK WEST,1225761,LAS VEGAS,NV,CLARK,West
MEADOWS BANK,3719648,LAS VEGAS,NV,CLARK,West
FARM BUREAU BANK FSB,2819167,RENO,NV,WASHOE,West
TOYOTA FINANCIAL SAVINGS BANK,3287660,HENDERSON,NV,CLARK,West
TOWN & COUNTRY BANK,3067929,LAS VEGAS,NV,CLARK,West
EAGLEMARK SAVINGS BANK,2605566,RENO,NV,WASHOE,West
VALLEY BANK OF NEVADA,3370357,NORTH LAS VEGAS,NV,CLARK,West
"BESSEMER TRUST COMPANY OF NEVADA, NATIONAL ASSOCIATION",5805479,LAS VEGAS,NV,CLARK,West
FIRST SECURITY BANK OF NEVADA,3555248,LAS VEGAS,NV,CLARK,West
NEVADA BANK AND TRUST COMPANY,400767,CALIENTE,NV,LINCOLN,West
BANK OF HOLLAND,941804,HOLLAND,NY,ERIE,Northeast
"COMMUNITY BANK, NATIONAL ASSOCIATION",202907,CANTON,NY,ST. LAWRENCE,Northeast
"CARTHAGE SAVINGS AND LOAN, NATIONAL ASSOCIATION",900678,CARTHAGE,NY,JEFFERSON,Northeast
CARVER FEDERAL SAVINGS BANK,268677,NEW YORK,NY,NEW YORK,Northeast
QUONTIC BANK,3340725,ASTORIA,NY,QUEENS,Northeast
RHINEBECK BANK,195111,RHINEBECK,NY,DUTCHESS,Northeast
ADIRONDACK BANK,101671,UTICA,NY,ONEIDA,Northeast
"UPSTATE NATIONAL BANK, THE",313009,OGDENSBURG,NY,ST. LAWRENCE,Northeast
"NORTH COUNTRY SAVINGS BANK, THE",166111,CANTON,NY,ST. LAWRENCE,Northeast
GENESEE REGIONAL BANK,852704,ROCHESTER,NY,MONROE,Northeast
"BANK OF NEW YORK MELLON, THE",541101,NEW YORK,NY,NEW YORK,Northeast
GOLDMAN SACHS BANK USA,2182786,NEW YORK,NY,NEW YORK,Northeast
GENERATIONS BANK,442011,SENECA FALLS,NY,SENECA,Northeast
AMALGAMATED BANK,661308,NEW YORK,NY,NEW YORK,Northeast
FIRST NATIONAL BANK OF SCOTIA,472616,SCOTIA,NY,SCHENECTADY,Northeast
HABIB AMERICAN BANK,245016,NEW YORK,NY,NEW YORK,Northeast
EMPIRE STATE BANK,3277241,STATEN ISLAND,NY,RICHMOND,Northeast
"FLAGSTAR BANK, NATIONAL ASSOCIATION",694904,HICKSVILLE,NY,NASSAU,Northeast
SARATOGA NATIONAL BANK AND TRUST COMPANY,1211371,SARATOGA SPRINGS,NY,SARATOGA,Northeast
GLENS FALLS NATIONAL BANK AND TRUST COMPANY,866000,GLENS FALLS,NY,WARREN,Northeast
PATHFINDER BANK,729310,OSWEGO,NY,OSWEGO,Northeast
MIZUHO BANK (USA),229913,NEW YORK,NY,NEW YORK,Northeast
"GRASSHOPPER BANK, N.A.",5210989,NEW YORK,NY,NEW YORK,Northeast
DEUTSCHE BANK TRUST COMPANY AMERICAS,214807,NEW YORK,NY,NEW YORK,Northeast
PIERMONT BANK,5342974,NEW YORK,NY,NEW YORK,Northeast
MASPETH FEDERAL SAVINGS AND LOAN ASSOCIATION,29878,MASPETH,NY,QUEENS,Northeast
CATSKILL HUDSON BANK,2132594,MONTICELLO,NY,SULLIVAN,Northeast
"MORGAN STANLEY PRIVATE BANK, NATIONAL ASSOCIATION",2489805,PURCHASE,NY,WESTCHESTER,Northeast
POPULAR BANK,2736291,NEW YORK,NY,NEW YORK,Northeast
PONCE BANK,897170,BRONX,NY,BRONX,Northeast
SOLVAY BANK,722816,SOLVAY,NY,ONONDAGA,Northeast
MANUFACTURERS AND TRADERS TRUST COMPANY,501105,BUFFALO,NY,ERIE,Northeast
ORANGE BANK & TRUST COMPANY,176101,MIDDLETOWN,NY,ORANGE,Northeast
METROPOLITAN COMMERCIAL BANK,2705895,NEW YORK,NY,NEW YORK,Northeast
GS&L MUNICIPAL BANK,5784921,GOUVERNEUR,NY,ST. LAWRENCE,Northeast
GOUVERNEUR SAVINGS AND LOAN ASSOCIATION,905673,GOUVERNEUR,NY,ST. LAWRENCE,Northeast
TRUSTCO BANK,677176,GLENVILLE,NY,SCHENECTADY,Northeast
ISRAEL DISCOUNT BANK OF NEW YORK,320119,NEW YORK,NY,NEW YORK,Northeast
COMMUNITY FEDERAL SAVINGS BANK,3040418,WOODHAVEN,NY,QUEENS,Northeast
APPLE BANK,249612,NEW YORK,NY,NEW YORK,Northeast
"NATIONAL BANK OF COXSACKIE, THE",234506,COXSACKIE,NY,GREENE,Northeast
NEWBANK,3472859,FLUSHING,NY,QUEENS,Northeast
"NBT BANK, NATIONAL ASSOCIATION",702117,NORWICH,NY,CHENANGO,Northeast
"EVANS BANK, NATIONAL ASSOCIATION",292908,ANGOLA,NY,ERIE,Northeast
TOMPKINS COMMUNITY BANK,433608,ITHACA,NY,TOMPKINS,Northeast
HANOVER COMMUNITY BANK,3793714,GARDEN CITY PARK,NY,NASSAU,Northeast
"BROWN BROTHERS HARRIMAN TRUST COMPANY, N.A.",931207,NEW YORK,NY,NEW YORK,Northeast
CHAMPLAIN NATIONAL BANK,126012,ELIZABETHTOWN,NY,ESSEX,Northeast
RIDGEWOOD SAVINGS BANK,859712,RIDGEWOOD,NY,QUEENS,Northeast
"FIRST NATIONAL BANK OF GROTON, THE",917500,GROTON,NY,TOMPKINS,Northeast
"STATE STREET BANK AND TRUST COMPANY, NATIONAL ASSOCIATION",93619,NEW YORK,NY,NEW YORK,Northeast
"PIONEER BANK, NATIONAL ASSOCIATION",237619,ALBANY,NY,ALBANY,Northeast
PIONEER COMMERCIAL BANK,3303953,ALBANY,NY,ALBANY,Northeast
"LYONS NATIONAL BANK, THE",323204,LYONS,NY,WAYNE,Northeast
ABACUS FEDERAL SAVINGS BANK,762773,NEW YORK,NY,NEW YORK,Northeast
"DEUTSCHE BANK TRUST COMPANY, NATIONAL ASSOCIATION",2325882,NEW YORK,NY,NEW YORK,Northeast
AMERICAN COMMUNITY BANK,2871558,GLEN COVE,NY,NASSAU,Northeast
NORTHFIELD BANK,28013,STATEN ISLAND,NY,RICHMOND,Northeast
FIVE STAR BANK,601416,WARSAW,NY,WYOMING,Northeast
PCSB BANK,24006,YORKTOWN HEIGHTS,NY,WESTCHESTER,Northeast
UNITED ORIENT BANK,70218,NEW YORK,NY,NEW YORK,Northeast
CATTARAUGUS COUNTY BANK,254504,LITTLE VALLEY,NY,CATTARAUGUS,Northeast
SHINHAN BANK AMERICA,1494914,NEW YORK,NY,NEW YORK,Northeast
WATERTOWN SAVINGS BANK,298218,WATERTOWN,NY,JEFFERSON,Northeast
CAYUGA LAKE NATIONAL BANK,63201,UNION SPRINGS,NY,CAYUGA,Northeast
WALLKILL VALLEY FEDERAL SAVINGS AND LOAN ASSOCIATION,7072,WALLKILL,NY,ULSTER,Northeast
"ADIRONDACK TRUST COMPANY, THE",645317,SARATOGA SPRINGS,NY,SARATOGA,Northeast
CHEMUNG CANAL TRUST COMPANY,884303,ELMIRA,NY,CHEMUNG,Northeast
WSB MUNICIPAL BANK,858818,WATERTOWN,NY,JEFFERSON,Northeast
"M.Y. SAFRA BANK, FSB",2916534,NEW YORK,NY,NEW YORK,Northeast
"SAVANNAH BANK, N.A.",647414,SAVANNAH,NY,WAYNE,Northeast
BANK OF MILLBROOK,175609,MILLBROOK,NY,DUTCHESS,Northeast
"EASTBANK, NATIONAL ASSOCIATION",98717,NEW YORK,NY,NEW YORK,Northeast
SAFRA NATIONAL BANK OF NEW YORK,918918,NEW YORK,NY,NEW YORK,Northeast
"ESQUIRE BANK, NATIONAL ASSOCIATION",3447820,JERICHO,NY,NASSAU,Northeast
FLUSHING BANK,959304,UNIONDALE,NY,NASSAU,Northeast
"MODERN BANK, NATIONAL ASSOCIATION",2398701,NEW YORK,NY,NEW YORK,Northeast
WALDEN SAVINGS BANK,341310,MONTGOMERY,NY,ORANGE,Northeast
FULTON SAVINGS BANK,900502,FULTON,NY,OSWEGO,Northeast
SAWYER SAVINGS BANK,605610,SAUGERTIES,NY,ULSTER,Northeast
SENECA SAVINGS,276074,BALDWINSVILLE,NY,ONONDAGA,Northeast
RONDOUT SAVINGS BANK,425108,KINGSTON,NY,ULSTER,Northeast
"CANANDAIGUA NATIONAL BANK AND TRUST COMPANY, THE",161602,CANANDAIGUA,NY,ONTARIO,Northeast
SUNNYSIDE FEDERAL SAVINGS AND LOAN ASSOCIATION OF IRVINGTON,516873,IRVINGTON,NY,WESTCHESTER,Northeast
DIME COMMUNITY BANK,23504,BRIDGEHAMPTON,NY,SUFFOLK,Northeast
BALLSTON SPA NATIONAL BANK,505,BALLSTON SPA,NY,SARATOGA,Northeast
"DEPOSITORY TRUST COMPANY, THE",52719,BROOKLYN,NY,KINGS,Northeast
INTERAUDI BANK,538802,NEW YORK,NY,NEW YORK,Northeast
"BESSEMER TRUST COMPANY, N.A.",976703,NEW YORK,NY,NEW YORK,Northeast
BANK OF UTICA,254317,UTICA,NY,ONEIDA,Northeast
"ROCKEFELLER TRUST COMPANY, NATIONAL ASSOCIATION",62110,NEW YORK,NY,NEW YORK,Northeast
"TIOGA STATE BANK, N.A.",910118,SPENCER,NY,TIOGA,Northeast
NORTHEAST COMMUNITY BANK,823478,WHITE PLAINS,NY,WESTCHESTER,Northeast
ALDEN STATE BANK,414102,ALDEN,NY,ERIE,Northeast
JEFF BANK,306908,JEFFERSONVILLE,NY,SULLIVAN,Northeast
EMIGRANT MERCANTILE BANK,3268173,NEW YORK,NY,NEW YORK,Northeast
"INDUSTRIAL AND COMMERCIAL BANK OF CHINA (USA), NATIONAL ASSOCIATION",1015560,NEW YORK,NY,NEW YORK,Northeast
ALMA BANK,3633173,ASTORIA,NY,QUEENS,Northeast
GREENE COUNTY COMMERCIAL BANK,3268249,CATSKILL,NY,GREENE,Northeast
"BANK OF GREENE COUNTY, THE",214106,CATSKILL,NY,GREENE,Northeast
NEUBERGER BERMAN TRUST COMPANY NATIONAL ASSOCIATION,4149037,NEW YORK,NY,NEW YORK,Northeast
FIRST FEDERAL SAVINGS OF MIDDLETOWN,565170,MIDDLETOWN,NY,ORANGE,Northeast
GENERATIONS COMMERCIAL BANK,5336928,SENECA FALLS,NY,SENECA,Northeast
BANK OF CATTARAUGUS,92902,CATTARAUGUS,NY,CATTARAUGUS,Northeast
FIRST CENTRAL SAVINGS BANK,2797359,GLEN COVE,NY,NASSAU,Northeast
ULSTER SAVINGS BANK,301800,KINGSTON,NY,ULSTER,Northeast
SPRING BANK,3368925,BRONX,NY,BRONX,Northeast
"FIRST NATIONAL BANK OF LONG ISLAND, THE",837000,GLEN HEAD,NY,NASSAU,Northeast
CROSS COUNTY SAVINGS BANK,1007873,MIDDLE VILLAGE,NY,QUEENS,Northeast
"CITIZENS NATIONAL BANK OF HAMMOND, THE",855303,HAMMOND,NY,ST. LAWRENCE,Northeast
GLOBAL BANK,3561771,NEW YORK,NY,NEW YORK,Northeast
LAKE SHORE SAVINGS BANK,301574,DUNKIRK,NY,CHAUTAUQUA,Northeast
MASSENA SAVINGS AND LOAN,454975,MASSENA,NY,ST. LAWRENCE,Northeast
"BERKSHIRE BANK, THE",1396764,NEW YORK,NY,NEW YORK,Northeast
"MAPLE CITY SAVINGS BANK, FSB",548472,HORNELL,NY,STEUBEN,Northeast
"PUTNAM COUNTY NATIONAL BANK OF CARMEL, THE",287007,CARMEL,NY,PUTNAM,Northeast
GEDDES FEDERAL SAVINGS AND LOAN ASSOCIATION,451273,SYRACUSE,NY,ONONDAGA,Northeast
BANK OF RICHMONDVILLE,767611,COBLESKILL,NY,SCHOHARIE,Northeast
ALPINE CAPITAL BANK,2889227,NEW YORK,NY,NEW YORK,Northeast
AMERASIA BANK,1169650,FLUSHING,NY,QUEENS,Northeast
WOORI AMERICA BANK,384018,NEW YORK,NY,NEW YORK,Northeast
"FIRST NATIONAL BANK OF DRYDEN, THE",241009,DRYDEN,NY,TOMPKINS,Northeast
"DELAWARE NATIONAL BANK OF DELHI, THE",236603,DELHI,NY,DELAWARE,Northeast
"HOCKING VALLEY BANK, THE",230610,ATHENS,OH,ATHENS,Midwest
SSB COMMUNITY BANK,995674,STRASBURG,OH,TUSCARAWAS,Midwest
"OLD FORT BANKING COMPANY, THE",564324,OLD FORT,OH,SENECA,Midwest
"BALTIC STATE BANK, THE",112510,BALTIC,OH,TUSCARAWAS,Midwest
"FIRST CITIZENS NATIONAL BANK OF UPPER SANDUSKY, THE",230423,UPPER SANDUSKY,OH,WYANDOT,Midwest
"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",852218,COLUMBUS,OH,DELAWARE,Midwest
RIVERSIDE BANK OF DUBLIN,5479478,DUBLIN,OH,FRANKLIN,Midwest
"REPUBLIC BANKING COMPANY, THE",148920,REPUBLIC,OH,SENECA,Midwest
"STATE BANK AND TRUST COMPANY, THE",614313,DEFIANCE,OH,DEFIANCE,Midwest
"FARMERS NATIONAL BANK OF CANFIELD, THE",680813,CANFIELD,OH,MAHONING,Midwest
"EQUITABLE SAVINGS AND LOAN COMPANY, THE",910079,CADIZ,OH,HARRISON,Midwest
"CINCINNATUS SAVINGS AND LOAN COMPANY, THE",815772,CHEVIOT,OH,HAMILTON,Midwest
"PREFERRED LEGACY NATIONAL TRUST BANK, THE",5887420,CANTON,OH,STARK,Midwest
"HAMLER STATE BANK, THE",887827,HAMLER,OH,HENRY,Midwest
"TWIN VALLEY BANK, THE",381026,WEST ALEXANDRIA,OH,PREBLE,Midwest
THIRD FEDERAL SAVINGS & LOAN ASSOCIATION OF CLEVELAND,915878,CLEVELAND,OH,CUYAHOGA,Midwest
"COMMUNITY FIRST BANK, NATIONAL ASSOCIATION",579319,FOREST,OH,HARDIN,Midwest
CIVISTA BANK,542528,SANDUSKY,OH,ERIE,Midwest
MERCER SAVINGS BANK,661072,CELINA,OH,MERCER,Midwest
"CORN CITY STATE BANK, THE",560214,DESHLER,OH,HENRY,Midwest
HOMETOWN BANK,940674,KENT,OH,PORTAGE,Midwest
"FARMERS & MERCHANTS STATE BANK, THE",214414,ARCHBOLD,OH,FULTON,Midwest
UNIFIED BANK,584724,MARTINS FERRY,OH,BELMONT,Midwest
SPRING VALLEY BANK,2607412,WYOMING,OH,HAMILTON,Midwest
"SAVINGS BANK, THE",578116,CIRCLEVILLE,OH,PICKAWAY,Midwest
"OTTOVILLE BANK COMPANY, THE",443625,OTTOVILLE,OH,PUTNAM,Midwest
"MARBLEHEAD BANK, THE",513920,MARBLEHEAD,OH,OTTAWA,Midwest
"OHIO VALLEY BANK COMPANY, THE",498317,GALLIPOLIS,OH,GALLIA,Midwest
FIRST FINANCIAL BANK,165628,CINCINNATI,OH,HAMILTON,Midwest
FIRST BANK OF CENTRAL OHIO,5528880,WORTHINGTON,OH,FRANKLIN,Midwest
MAIN STREET BANK CORP.,985479,WOOSTER,OH,WAYNE,Midwest
"HUNTINGTON NATIONAL BANK, THE",12311,COLUMBUS,OH,FRANKLIN,Midwest
"SIGNATURE BANK, NATIONAL ASSOCIATION",3076604,TOLEDO,OH,LUCAS,Midwest
"WILMINGTON SAVINGS BANK, THE",87476,WILMINGTON,OH,CLINTON,Midwest
GREENVILLE FEDERAL,567679,GREENVILLE,OH,DARKE,Midwest
PREMIER BANK,981275,YOUNGSTOWN,OH,MAHONING,Midwest
GREENWAY BANK,380878,VAN WERT,OH,VAN WERT,Midwest
"COMMUNITY BANK, THE",729011,ZANESVILLE,OH,MUSKINGUM,Midwest
CONSUMERS NATIONAL BANK,477321,MINERVA,OH,STARK,Midwest
"PRIVATE TRUST COMPANY, NATIONAL ASSOCIATION, THE",2328285,CLEVELAND,OH,CUYAHOGA,Midwest
PORTAGE COMMUNITY BANK,2668598,RAVENNA,OH,PORTAGE,Midwest
"NATIONAL COOPERATIVE BANK, N.A.",99376,HILLSBORO,OH,HIGHLAND,Midwest
MIAMI SAVINGS BANK,367178,MIAMITOWN,OH,HAMILTON,Midwest
FIRST FEDERAL COMMUNITY BANK OF BUCYRUS,346379,BUCYRUS,OH,CRAWFORD,Midwest
"FARMERS BANK AND SAVINGS COMPANY, THE",58225,POMEROY,OH,MEIGS,Midwest
CFBANK NATIONAL ASSOCIATION,767974,COLUMBUS,OH,FRANKLIN,Midwest
"FIFTH THIRD BANK, NATIONAL ASSOCIATION",723112,CINCINNATI,OH,HAMILTON,Midwest
FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF CENTERBURG,693073,CENTERBURG,OH,KNOX,Midwest
